_id,施打站全稱（自動）,施打站縣市（自動）,施打站行政區（自動）,施打站地址（自動）,施打站經度（自動）,施打站緯度（自動）,官方提供網址（自動）,預約電話（自動）,實際預約網址（手動）,爬蟲分類（手動）,醫事機構代碼（自動）,是否現在為施打點？（自動）,Last Modified,備註（手動）,預約方式（手動）,是否可以爬蟲（手動）,爬蟲結果（手動）,爬蟲人（手動）,爬蟲程式碼（手動）,開放預約時間（手動）
rec042pWIkM2XYbPz,彰化基督教醫療財團法人漢銘基督教醫院,彰化縣,彰化市,彰化縣彰化市中山路一段366號,120.535784,24.061299,https://hm.cch.org.tw/news_detial.aspx?cID=1&Key=116,04-7113456,https://hm.cch.org.tw/news_detial.aspx?cID=1&Key=116,彰基醫院系列,1137010051,1,2021-07-11T05:50:20.000Z
rec08cD0RKn76Wh13,臺東縣延平鄉衛生所,臺東縣,延平鄉,臺東縣延平鄉桃源村昇平路11號,121.085663,22.902109,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346120010,089-561040,https://wecanhelp.ttpush.app/reservation?fbclid=IwAR3c5wtfEVVUpbEv2MN7JRTaS-3r_BGOqDsR67Qk_Kn0Uw8bA4V02JjgdcQ,台東縣預約系統系列,2346120010,1,2021-07-11T11:05:50.000Z,"需要驗證身份 by SL",預約系統
rec0AWIzBqlCkyReN,卓醫院,彰化縣,北斗鎮,彰化縣北斗鎮西安里中山路一段311號,120.51554,23.872278,https://docs.google.com/forms/d/e/1FAIpQLSdpYfIuWqdcQ295WbggrKmRa9fZUlBUNQmZEvt6pwV9yqYmXg/viewform,04-8882995,,,1537040066,1,2021-07-11T05:50:20.000Z,"無法找到任何資料
",
rec0FuMJbi7riIuKY,衛生福利部雙和醫院(委託臺北醫學大學興建經營),新北市,中和區,新北市中和區中正路291號,121.494082,24.993746,"https://www.shh.org.tw/page/ShhregVaccine.aspx
",02-22490088,https://www.shh.org.tw/page/ShhregVaccine.aspx,北醫系列,1331040513,1,2021-07-11T11:05:50.000Z,,掛號系統
rec0GpEaNU2mmptpo,東港靜思堂(東港衛生所站),屏東縣,東港鎮,928台灣屏東縣東港鎮,120.4634753,22.471462,,"08 832 5310",,,,,2021-07-11T15:18:58.000Z,各縣市資料,
rec0HMofu1o1WZTxb,衛生福利部臺南醫院,臺南市,中西區,臺南市中西區中山路125號,120.209228,22.995819,https://tnweb.tnhosp.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0172&Date=&Noon=,06-2200055,https://tnweb.tnhosp.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?HID=F&Way=Dept&DivDr=0172&Date=&Noon=,衛福部系列,0121050011,1,2021-07-11T05:50:20.000Z,,
recVJZceh2dWAcePs,協和婦女醫院一樓兒科門診,臺北市,中山區,台北市中山區松江路85巷5號,121.53394343166,25.050273315548,,,,,,,2021-07-11T15:20:07.000Z,各縣市資料,,,,,
recVJqFImg79wOJwS,彰化縣二水鄉衛生所,彰化縣,二水鄉,彰化縣二水鄉二水村過圳路19號,120.615533,23.811813,https://ersphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrmJuYocja,04-8791077,,彰化衛生所系列,2337200014,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,,,,
recVNrbuSdZXV1vcA,臺北榮民總醫院,臺北市,北投區,臺北市北投區石牌路2段201號,121.519166,25.119181,https://www6.vghtpe.gov.tw/reg/c19vaccAnn.do,02-28712121,https://www6.vghtpe.gov.tw/reg/c19vaccAnn.do,醫院各自系統,0601160016,1,2021-07-11T11:05:50.000Z,,掛號系統,是,,,
recVqAfjBHoVOJUAc,桃園市八德區衛生所,桃園市,八德區,桃園市八德區大華里介壽路二段361巷28號,121.2963734,24.9475226,https://forms.gle/5q1WJAhmmx67TQKL7,03-3662781,https://forms.gle/5q1WJAhmmx67TQKL7,google表單系列,2332080012,1,2021-07-11T05:50:20.000Z,,,,,,
recVxIlEIJpIkyN5w,彰化縣溪州鄉衛生所,彰化縣,溪州鄉,彰化縣溪州鄉尾厝村溪下路570號,120.498354,23.851344,https://shjphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrnZuYocja,04-8895023,,彰化衛生所系列,2337260010,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,,,,
recVz80x4CRV2lpJp,長逸小兒科診所,臺南市,安南區,台南市安南區安和路四段525號,,,,06-3552277,,,,,2021-07-11T15:22:35.000Z,各縣市資料,,,,,
recVzlkie5c1vCOgx,愛林診所,臺北市,士林區,臺北市士林區承德路四段222號之1(之2),121.52149935722,25.088456091545,,02-2883-6881,,,,,2021-07-11T15:19:13.000Z,各縣市資料,,,,,
recW5AFWUAEOfxd7n,王寬仁診所,臺北市,信義區,台北市信義區虎林街121巷11號1樓,121.57728919226,25.040329392089,,02-2720-4952,,,,,2021-07-11T15:19:57.000Z,各縣市資料,,,,,
recW9kgiN7VMavJmU,陳珀勳診所,臺北市,北投區,臺北市北投區明德路號85號,121.51869660198,25.108922664588,,02-2820-6263,,,,,2021-07-11T15:19:46.000Z,各縣市資料,,,,,
recWAFhKojdhuL9fi,懷生國中,臺北市,大安區,台北市大安區忠孝東路三段248巷30號,121.54120896641,25.040364953135,,,,,,,2021-07-11T15:20:04.000Z,各縣市資料,,,,,
recWBgjjwFXj2LEPo,奇美醫療財團法人柳營奇美醫院,臺南市,柳營區,臺南市柳營區太康里201號,120.324704,23.289269,http://www.chimei.org.tw/opdschedule/index.aspx?ihosp=13&lang=CH,06-6226999,https://www.chimei.org.tw/opdschedule/vaccineLogin.aspx?ihosp=14,奇美醫院系列,1141090512,1,2021-07-11T05:50:20.000Z,,,,,,
recWISPAi15zGieXv,基督復臨安息日會醫療財團法人臺安醫院,臺北市,松山區,臺北市松山區八德路2段424、426號,121.547826,25.047713,https://www.tahsda.org.tw/Register/add_sub.php?sub=00E,02-27718151,https://www.tahsda.org.tw/m/COVID-19Vaccines.php,醫院各自系統,1101010021,1,2021-07-11T11:05:50.000Z,,掛號系統,,,,
recWJ4q32DkkTIErE,苗栗縣竹南鎮衛生所,苗栗縣,竹南鎮,苗栗縣竹南鎮大營路209號,120.872536,24.687723,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335040010,037-470152,,,2335040010,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,,,,
recWK0dH7nosO37D4,竹山秀傳醫院,南投縣,竹山鎮,南投縣竹山鎮山崇里集山路2段75號,120.714117,23.800149,http://www.csshow.org.tw/covid19res/,049-2624266,http://www.csshow.org.tw/covid19res/,醫院各自系統,1538041101,1,2021-07-11T05:50:20.000Z,"需要驗證身份 by SL",,,,,
recWLECfgwObW3H5T,彰化縣芳苑鄉衛生所,彰化縣,芳苑鄉,彰化縣芳苑鄉仁愛村斗苑路芳苑段249、251號1樓,120.320443,23.924976,https://fayphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrlpKYocja,04-8983134,,彰化衛生所系列,2337230012,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,,,,
recWN3r56dBPzz2rW,南投縣國姓鄉衛生所,南投縣,國姓鄉,南投縣國姓鄉國姓村民族街42號,120.854679,24.037882,https://docs.google.com/forms/d/e/1FAIpQLSfGdIBLebuAKP6Yv7TQVjBXOwOYTacG-PHd9z_CQq9h-xW1LQ/viewform,049-2721009,,,2338100013,1,2021-07-11T05:50:20.000Z,"不再使用連結報名，
僅提供電話報名
",,,,,
recWUsUkaxOElbTCH,永佳診所,臺南市,永康區,台南市永康區永大路二段195號,,,,06-2719595,,,,,2021-07-11T15:22:25.000Z,各縣市資料,,,,,
recWkJ4ozlbEDpqUZ,葉洪小兒科診所,臺北市,文山區,臺北市文山區興隆路三段202號,121.55905749544,24.997752834163,,02-2230-0055,,,,,2021-07-11T15:19:39.000Z,各縣市資料,,,,,
recWphvfVvfHj8re8,魏之明診所,臺北市,內湖區,臺北市內湖區康寧路三段54-6號,121.60949316345,25.071430622523,,02-2630-6968,,,,,2021-07-11T15:19:34.000Z,各縣市資料,,,,,
recWsUuYwKEF0QKa1,屏東縣里港鄉衛生所,屏東縣,里港鄉,屏東縣里港鄉大平村中山路103–1號,120.493726,22.773596,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343090015,08-7751711,,,2343090015,1,2021-07-11T05:50:20.000Z,"無線上預約 by SL",,,,,
recWsyB9OAWVqwqEp,臺北市立聯合醫院附設大安門診部,臺北市,大安區,臺北市大安區辛亥路3段15號,121.5442989402,25.021574651159,,,,,,,2021-07-11T15:19:10.000Z,各縣市資料,,,,,
recWwdfU0jwYCnj5n,麟洛鄉衛生所,屏東縣,麟洛鄉,909台灣屏東縣麟洛鄉中山路156-1號,120.527481,22.651012,,"08 722 1152",,,,,2021-07-11T15:19:03.000Z,各縣市資料,,,,,
recWy72JjrCnyoPKy,晉生醫療社團法人晉生慢性醫院,臺南市,永康區,台南市永康區中山南路902巷7號,,,,06-2330003#12,,,,,2021-07-11T15:22:02.000Z,各縣市資料,,,,,
recX1s83hkjyygHyF,美侖診所,臺南市,南區,台南市南區健康路二段237號,,,,06-2915730,,,,,2021-07-11T15:22:49.000Z,各縣市資料,,,,,
recX6HrJBpnaDVCAN,國立陽明交通大學附設醫院,宜蘭縣,宜蘭市,宜蘭縣宜蘭市校舍路169號、新民路152號,121.75798,24.750052,https://www.ymuh.ym.edu.tw/tw/index/message/7604-covid-19%E7%96%AB%E8%8B%97%E6%8E%A5%E7%A8%AE%E6%B5%81%E7%A8%8B%E6%9A%A8%E6%B3%A8%E6%84%8F%E4%BA%8B%E9%A0%85.html,03-9325192,https://appweb.ymuh.ym.edu.tw/WebBookCovidVaccine/SelectRegTime.aspx,醫院各自系統,0434010518,1,2021-07-11T11:05:50.000Z,,"預約系統, 電話預約",,,,
recXAkw5cDC94Lw2T,嘉義縣阿里山鄉衛生所香林衛生室,嘉義縣,阿里山鄉,嘉義縣阿里山鄉樂野村3鄰97－2號,120.701886,23.466598,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340180012,05-2561573,,,2340180012,1,2021-07-11T05:50:20.000Z,依嘉義衛生局規範，僅接受縣民預約，並只有現場預約,,,,,
recXCbo462AfvI4g2,蘇耳鼻喉科診所,臺南市,北區,台南市北區文賢路263號,,,,06-3507711,,,,,2021-07-11T15:22:21.000Z,各縣市資料,,,,,
recXGg6UZN5gWwWQw,苗栗縣大湖鄉衛生所,苗栗縣,大湖鄉,苗栗縣大湖鄉明湖村中原路87號,120.865906,24.424242,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2335080014,037-991034,,,2335080014,1,2021-07-11T05:50:20.000Z,"僅提供現場報名
",,,,,
recXL5FH37xUfrYOD,黃文香兒科診所,臺北市,大安區,臺北市大安區忠孝東路四段250號2樓之1 ,121.55421594546,25.041202632785,,02-2731-3305,,,,,2021-07-11T15:19:23.000Z,各縣市資料,,,,,
recXU6JCcl52EDWt3,桃園市中壢區衛生所,桃園市,中壢區,桃園市中壢區溪洲街296號1、2樓,121.230012,24.962288,https://forms.gle/EG49Gp511xEFBWf36,03-4352666,https://forms.gle/EG49Gp511xEFBWf36,google表單系列,2332020016,1,2021-07-11T05:50:20.000Z,,,,,,
recXaGPUhiaik4VIu,財團法人台灣省私立桃園仁愛之家附設苗栗新生醫院,苗栗縣,苗栗市,苗栗縣苗栗市維新里新東街117號,120.82067,24.551561,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=1435010013,037-320988,https://app2.weigong.org.tw/WebReg/ym/reg/DoctorList.jsp,醫院各自系統,1435010013,1,2021-07-11T05:50:20.000Z,,,,,,
recXfBHEBHe1wL8Gb,臺北市立聯合醫院附設南港門診部,臺北市,南港區,臺北市南港區南港路1段360號,121.60675799004,25.054529442568,,,,,,,2021-07-11T15:19:10.000Z,各縣市資料,,,,,
recXjdsqBnaAciWSP,張銘顯診所,臺南市,安南區,台南市安南區安和路三段92號,,,,06-3559613,,,,,2021-07-11T15:22:40.000Z,各縣市資料,,,,,
recXlnZyUzL1GF5GA,仁愛醫療財團法人大里仁愛醫院,臺中市,大里區,臺中市大里區東榮路483號,120.680434,24.109261,https://www.jah.org.tw/news/index-1.asp?m=9&m1=7&m2=69&id=2771,04-24819900,https://www.jah.org.tw/netreg/C19_check.asp?m=99&m1=4&m2=428&gp=29&s=1&s1=104,醫院各自系統,1136200015,1,2021-07-11T05:50:20.000Z,,,,,,
recXooG6aYBuAZACA,聯醫陽明院區一樓大廳,臺北市,士林區,台北市士林區雨聲街105號,121.5315655839,25.105194069713,,,,,,,2021-07-11T15:20:09.000Z,各縣市資料,,,,,
recY5m6sj6JijLmny,邱醫師診所,臺北市,大安區,臺北市大安區和平東路三段288號,121.55607347208,25.020798311735,,02-2739-2696,,,,,2021-07-11T15:19:20.000Z,各縣市資料,,,,,
recY68Px22Sjj23kx,嘉義市西區衛生所,嘉義市,西區,嘉義市西區德明路1號,120.43119,23.479949,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2322020013,05-2337355,,,2322020013,1,2021-07-11T05:50:20.000Z,無任何網路資訊,,,,,
recYHZt9TRdHmpERV,璟馨婦幼醫院,臺南市,永康區,台南市永康區東橋七路198號,,,,06-3023366,,,,,2021-07-11T15:21:59.000Z,各縣市資料,,,,,
recYKQVxqaE9fBGKB,佳安小兒科診所,臺南市,新市區,台南市新市區中正路331-1號,,,,06-5995234,,,,,2021-07-11T15:22:58.000Z,各縣市資料,,,,,
recYPJ9LKFIa9WnT1,和眾綜合診所,臺北市,中正區,台北市中正區忠孝西路一段6號1樓,121.51802838844,25.045825747738,,02-2381-8766,,,,,2021-07-11T15:19:32.000Z,各縣市資料,,,,,
recYS0jKpe9rD9bJO,震杰小兒科診所,臺北市,文山區,臺北市文山區景興路129號1F,121.5448068276,24.994434828178,,02-8935-1869,,,,,2021-07-11T15:19:42.000Z,各縣市資料,,,,,
recYU4n64Yu2klXfw,聯醫林森院區3樓、5樓、6樓,臺北市,中山區,台北市中山區林森北路530號,121.52552641737,25.063450962516,,,,,,,2021-07-11T15:20:07.000Z,各縣市資料,,,,,
recYVQNKI99W80CW8,陳本全家庭醫學科診所,臺南市,安南區,台南市安南區安中路3段41號,,,,06-2558673,,,,,2021-07-11T15:22:35.000Z,各縣市資料,,,,,
recYZga5ZNLndvD2b,宜蘭仁愛醫療財團法人宜蘭仁愛醫院,宜蘭縣,宜蘭市,宜蘭縣宜蘭市中山路2段260號,121.754437,24.74874,http://www.jen-ai.org.tw/booking/Covid19Reg/Covid19Reg.aspx,03-9321888,http://www.jen-ai.org.tw/booking/Covid19Reg/Covid19Reg.aspx,醫院各自系統,1134010022,1,2021-07-11T11:05:50.000Z,"需要驗證身份　by SL","預約系統, 電話預約",,,,
recYZnoCq7IDoVfcr,蘇文彬婦產科診所,臺南市,中西區,台南市中西區西門路一段670號,,,,06-2155155,,,,,2021-07-11T15:22:14.000Z,各縣市資料,,,,,
recYcHigbQOUVj8h1,富儿康診所,臺南市,永康區,台南市永康區中山路55號,,,,06-2318600,,,,,2021-07-11T15:22:21.000Z,各縣市資料,,,,,
recYoPRHnZ9LBqWRq,徐小兒科診所,臺南市,新化區,台南市新化區中山路193號,,,,06-5901995,,,,,2021-07-11T15:22:55.000Z,各縣市資料,,,,,
recYonv9IT6he0mEE,蔡秉勳小兒科,臺北市,北投區,臺北市北投區中和街281號,121.50036845546,25.14028590813,,02-2896-6525,,,,,2021-07-11T15:19:44.000Z,各縣市資料,,,,,
recYq4xIvTGFePIqZ,長風小兒科診所,臺北市,信義區,臺北市信義區莊敬路351號,121.56454609931,25.027888470761,,02-2722-7943,,,,,2021-07-11T15:19:55.000Z,各縣市資料,,,,,
recYyuyCufdzdlWSp,臺東縣大武鄉衛生所,臺東縣,大武鄉,臺東縣大武鄉大武村復興路2－2號,120.907819,22.364141,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346050013,089-791143,https://wecanhelp.ttpush.app/reservation?fbclid=IwAR3c5wtfEVVUpbEv2MN7JRTaS-3r_BGOqDsR67Qk_Kn0Uw8bA4V02JjgdcQ,台東縣預約系統系列,2346050013,1,2021-07-11T11:05:50.000Z,"需要驗證身份 by SL",預約系統,,,,
recYzXoFUxL0tmUpl,路加小兒科,臺南市,東區,台南市東區中華東路二段185巷26號,,,,06-2883000,,,,,2021-07-11T15:22:47.000Z,各縣市資料,,,,,
recZ15XiCEpmOq5tV,嘉義縣溪口鄉衛生所,嘉義縣,溪口鄉,嘉義縣溪口鄉溪北村二鄰中山路1號,120.394889,23.606411,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340050019,05-2691046,,,2340050019,1,2021-07-11T05:50:20.000Z,"依嘉義衛生局規範，僅接受縣民預約，並只有現場預約
",,,,,
recZ26iOJrbA5TLeZ,連江縣立醫院,連江縣,南竿鄉,連江縣南竿鄉復興村217號,119.949168,26.160844,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=0291010010,083-623995,,,0291010010,1,2021-07-11T11:05:50.000Z,,不詳,,,,
recZ2PmnTsy7jaVtI,臺東縣卑南鄉衛生所,臺東縣,卑南鄉,臺東縣卑南鄉太平村和平路132號,121.088069,22.78207,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346040017,089-382042,https://wecanhelp.ttpush.app/reservation?fbclid=IwAR3c5wtfEVVUpbEv2MN7JRTaS-3r_BGOqDsR67Qk_Kn0Uw8bA4V02JjgdcQ,台東縣預約系統系列,2346040017,1,2021-07-11T11:05:50.000Z,"需要驗證身份 by SL",預約系統,,,,
recZ45tRZud2zocZV,新北市三峽區衛生所,新北市,三峽區,新北市三峽區光明路71號3樓,121.376129,24.928297,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2331090014,02-26711592,https://vacbooking.ntpc.gov.tw/ntc_vaccination/index.php,新北市衛生局系列,2331090014,1,2021-07-11T11:05:50.000Z,,預約系統,是,,,
recZ9kQAAu7U3WXbt,忠誠聯合診所,臺北市,士林區,臺北市士林區忠誠路二段50巷35號,121.52914549772,25.110794777743,,02-8866-1176,,,,,2021-07-11T15:19:13.000Z,各縣市資料,,,,,
recZAQ528WhUlyidr,屏東縣車城鄉衛生所,屏東縣,車城鄉,屏東縣車城鄉福安村福安路2之30號,120.712515,22.069865,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343230019,08-8821300,,,2343230019,1,2021-07-11T05:50:20.000Z,"無線上預約 by SL",,,,,
recZE1ieuDpBcwJBF,新埤鄉衛生所,屏東縣,新埤鄉,925台灣屏東縣新埤鄉中正路38號,120.5500341,22.4702257,,"08 797 1090",,,,,2021-07-11T15:19:03.000Z,各縣市資料,,,,,
recZJEiOlH2TIctEi,林俊良耳鼻喉科診所,臺南市,南區,台南市南區金華路二段346號,,,,06-2286959,,,,,2021-07-11T15:22:49.000Z,各縣市資料,,,,,
recZM4diU2C735B78,彰化縣竹塘鄉衛生所,彰化縣,竹塘鄉,彰化縣竹塘鄉元竹村東陽路一段58之1號,120.428109,23.860538,https://jutphc.chshb.gov.tw/newsin.php?c=npncp5bKnqNrlpOYocja,04-8972009,,彰化衛生所系列,2337250014,1,2021-07-11T05:50:20.000Z,"僅提供電話報名
",,,,,
recZVpuCPEcty7azt,臺北市立聯合醫院南港門診部,臺北市,南港區,臺北市南港區南港路1段360號1樓,121.606758,25.054528,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=R&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-27868756,https://tpech.gov.taipei/cp.aspx?n=BE9341119042AFED,北市聯醫系統,2101120014,1,2021-07-11T11:05:50.000Z,,掛號系統,,,,
recZY38AdZUFcyOZV,臺北市立聯合醫院士林門診部,臺北市,士林區,臺北市士林區中正路439號1樓,121.519698,25.092845,https://webreg.tpech.gov.tw/RegOnline1_2.aspx?ZCode=L&DeptCode=0100&deptname=COVID-19%e7%96%ab%e8%8b%97%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba,02-28836268,https://tpech.gov.taipei/cp.aspx?n=BE9341119042AFED,北市聯醫系統,2101150012,1,2021-07-11T11:05:50.000Z,,掛號系統,,,,
recZbGqsEoZP949Lg,林青穀家庭醫學科診所,臺北市,大安區,臺北市大安區大安路一段2-1號,121.54600774629,25.044846668705,,02-2731-7557,,,,,2021-07-11T15:19:23.000Z,各縣市資料,,,,,
recZh5S6Nylf4D3jh,林孟勳診所,臺北市,內湖區,臺北市內湖區成功路四段61巷32弄2號1樓,121.59332048564,25.081007838594,,02-8792-0955,,,,,2021-07-11T15:19:34.000Z,各縣市資料,,,,,
recZq5SfHTohQHMRM,"高雄市立大同醫院(委託財團法人私立高雄醫學大學附設中和紀念醫院經營) ",高雄市,前金區,高雄市前金區中華三路68號,120.297205,22.626989,https://www.kmtth.org.tw/web/BookVaccineSysInter,07-2911101,https://www.kmtth.org.tw/web/BookVaccineSysInter,高醫大系列,0102070020,1,2021-07-11T05:50:20.000Z,,,,,,
recZsDlIjggNSrzD3,嘉義縣六腳鄉衛生所,嘉義縣,六腳鄉,嘉義縣六腳鄉蒜頭村15鄰蒜頭73－1號,120.290468,23.492885,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340070011,05-3802016,,,2340070011,1,2021-07-11T05:50:20.000Z,"依嘉義衛生局規範，僅接受縣民預約，並只有現場預約
",,,,,
recZv2VOygavXTSLy,常哲診所,臺北市,北投區,臺北市北投區明德路157之4號1樓,121.52088378433,25.111287437149,,02-2828-5515,,,,,2021-07-11T15:19:49.000Z,各縣市資料,,,,,
reca0nQxnM3SRTcjh,林新醫療社團法人烏日林新醫院,臺中市,烏日區,臺中市烏日區榮和路168號,120.598042,24.109591,http://wlshosp.org.tw/%E6%9C%80%E6%96%B0%E6%B6%88%E6%81%AF/covid-19%E7%96%AB%E8%8B%97%E9%A0%90%E7%B4%84%E6%8E%A5%E7%A8%AE%E6%B3%A8%E6%84%8F%E4%BA%8B%E9%A0%85/,04-23388766,http://www.wlshosp.org.tw:8000/OReg/OpoDoctorsVisitListPage?sectcategory=%20%20%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E%E5%B0%88%E5%8D%80&sectid=0299&sectname=%E7%96%AB%E8%8B%97%E9%A0%90%E7%B4%84&showcd=N,醫院各自系統,0903150014,1,2021-07-11T05:50:20.000Z,,,,,,
recaAyUdnzTPCf3gK,車參薇小兒科診所,臺北市,松山區,臺北市松山區八德路三段195號1樓,121.55618995521,25.048162512463,,02-2577-0101,,,,,2021-07-11T15:19:49.000Z,各縣市資料,,,,,
recaCJqU1NDSnnCy4,陳俊達小兒科診所,臺南市,中西區,台南市中西區中山路21號,,,,06-2221867,,,,,2021-07-11T15:22:12.000Z,各縣市資料,,,,,
recaF4Csoibc8zaBG,李朝泰小兒科診所,臺南市,中西區,台南市中西區成功路319號,,,,06-2256618,,,,,2021-07-11T15:22:12.000Z,各縣市資料,,,,,
recaHRbayDbFJ2chF,嘉義縣梅山鄉衛生所,嘉義縣,梅山鄉,嘉義縣梅山鄉華山路18號,120.555456,23.5864,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2340150014,05-2621249,,,2340150014,1,2021-07-11T05:50:20.000Z,"依嘉義衛生局規範，僅接受縣民預約，並只有現場預約
",,,,,
recaQVZPblywHupdw,臺東縣池上鄉衛生所,臺東縣,池上鄉,臺東縣池上鄉中山路104號,121.214811,23.121687,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2346100018,089-862609,https://wecanhelp.ttpush.app/reservation?fbclid=IwAR3c5wtfEVVUpbEv2MN7JRTaS-3r_BGOqDsR67Qk_Kn0Uw8bA4V02JjgdcQ,台東縣預約系統系列,2346100018,1,2021-07-11T11:05:50.000Z,"需要驗證身份 by SL",預約系統,,,,
recaVmrNx8Tvh0cQz,聯新國際醫院,桃園市,平鎮區,桃園市平鎮區廣泰路77號、延平路二段430巷115號,121.205369,24.942015,https://ssl.landseed.com.tw/lishin/reg/reg.php,03-4941234,http://www.landseedhospital.com.tw/lishin/policlinic/policlinic0302.php?divCode=319B&divName=COVID-19%E7%96%AB%E8%8B%97%E6%96%BD%E6%89%93%E7%89%B9%E8%A8%BA,醫院各自系統,1532100049,1,2021-07-11T05:50:20.000Z,,,,,,
recaYwkGmBl0gogHY,佛教慈濟醫療財團法人花蓮慈濟醫院,花蓮縣,花蓮市,花蓮縣花蓮市中央路3段707號,121.592282,23.995729,https://hlm.tzuchi.com.tw/index.php/guide/covid19,03-8561825,https://app.tzuchi.com.tw/tchw/opdreg/OpdTimeShow.aspx?Depart=%E5%85%AC%E8%B2%BBCOVID19%E7%96%AB%E8%8B%97%E9%A0%90%E7%B4%84&HospLoc=3,慈濟系列,1145010010,1,2021-07-11T11:05:50.000Z,,掛號系統,,,,
recaiN54rzFCB1U2V,顏家庭醫學科診所,臺南市,安南區,台南市安南區安和路五段88號,,,,06-3565814,,,,,2021-07-11T15:22:37.000Z,各縣市資料,,,,,
recap1AQS1MUqEWMK,南投縣名間鄉衛生所,南投縣,名間鄉,南投縣名間鄉中正村彰南路42號,120.702853,23.838518,https://docs.google.com/forms/d/e/1FAIpQLScmunbibh1EPZBh2c-T_tIrW5Qqc7lbk3cBUrCIok4c0MeQ4Q/viewform,049-2732135,,,2338060014,1,2021-07-11T05:50:20.000Z,"不再使用連結報名，
僅提供電話報名
",,,,,
recaqUhaqukydMrRm,永育診所,臺北市,南港區,台北市南港區福德街320-2號,121.58802577206,25.039494945198,,02-2785-0700,,,,,2021-07-11T15:20:00.000Z,各縣市資料,,,,,
recaqis16LC1xCKo8,全家聯合診所,臺北市,大安區,臺北市大安區和平東路2段353號,121.54616296506,25.024868917695,,02-2706-7575,,,,,2021-07-11T15:19:20.000Z,各縣市資料,,,,,
recarXRBOsMw30HHV,新竹縣竹東鎮衛生所,新竹縣,竹東鎮,新竹縣竹東鎮中正路221號,121.092862,24.735987,https://zhudong.hcshb.gov.tw/,03-5943566,,,2333030016,1,2021-07-11T05:50:20.000Z,"沒有任何網路資訊
",,,,,
recb1shqxrn4Navgw,桃園市蘆竹區衛生所,桃園市,蘆竹區,桃園市蘆竹區長安路二段238號,121.280466,25.063065,https://forms.gle/LHoJtZ3JaAb8iCzaA,03-3524732,https://forms.gle/LHoJtZ3JaAb8iCzaA,google表單系列,2332050014,1,2021-07-11T05:50:20.000Z,,,,,,
recb51uvJgotmW5fx,屏東縣泰武鄉衛生所,屏東縣,泰武鄉,屏東縣泰武鄉佳平村179號,120.632685,22.592122,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=2343290015,08-7832059,,,2343290015,1,2021-07-11T05:50:20.000Z,"無線上預約 by SL",,,,,
